14:17:12.885480,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:14.638580,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:18.327791,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:21.523974,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:24.470142,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:29.656439,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:34.086693,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:36.599836,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:40.894082,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:46.050377,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:50.762646,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:54.701872,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:57.383025,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:17:59.478145,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:02.704329,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:06.929571,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:08.963687,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:12.017862,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:14.075980,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:17.032149,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:21.884426,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:25.601639,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:29.219846,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:32.768049,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:36.787279,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:38.360369,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:41.395542,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:45.223761,602.6,298.46601189,602.58,337.56875917,14:17:08.965256,14:17:08.965256
14:18:48.495948,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:18:52.396172,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:18:54.913316,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:18:56.999435,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:18:59.341569,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:00.713647,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:03.679817,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:06.447975,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:10.663216,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:13.815397,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:15.183475,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:16.558554,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:19.440718,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:22.418889,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:25.409060,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:28.483236,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:32.293454,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:34.419575,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:38.129787,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:45.346200,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:48.406375,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:49.765453,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:53.371659,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:55.341772,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:19:58.648961,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:02.913205,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:05.527354,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:09.364574,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:12.539756,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:16.240967,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:18.436093,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:20.646219,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:24.672449,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:26.010526,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:28.740682,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:32.034871,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:33.327945,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:36.301115,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:40.468353,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:45.219625,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:48.498812,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:49.769885,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:55.950238,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:20:58.066359,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:00.785515,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:04.642736,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:06.031815,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:09.549016,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:13.516243,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:18.514529,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:23.208798,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:26.461984,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:29.994186,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:31.543274,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:34.581448,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:36.640566,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:39.645738,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:41.210827,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:43.557961,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:47.651196,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:50.014331,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:53.250516,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:56.594707,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:21:59.529875,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:02.639053,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:04.167140,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:06.888296,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:10.758517,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:12.266603,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:15.288776,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:18.993988,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:20.287062,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:23.952272,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:27.699486,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:30.910670,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:33.068793,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:38.998132,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:41.254261,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:44.276434,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:46.401556,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:50.222774,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:53.417957,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:57.099168,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:22:58.491247,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:02.658486,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:04.856611,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:09.484876,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:15.069196,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:18.964418,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:22.950646,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:27.067882,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:31.086112,602.96,386.50222883,602.94,352.8985106,14:18:47.248877,14:18:47.248877
14:23:34.907330,604.04,229.59804792,603.8,215.19036666,14:23:32.238178,14:23:32.238178
14:23:38.663545,604.04,229.59804792,603.8,215.19036666,14:23:32.238178,14:23:32.238178
14:23:42.492764,604.04,229.59804792,603.8,215.19036666,14:23:32.238178,14:23:32.238178
14:23:46.546996,604.04,229.59804792,603.8,215.19036666,14:23:32.238178,14:23:32.238178
14:23:50.305211,604.11,205.28832866,603.89,156.25269489,14:23:47.219034,14:23:47.219034
14:23:54.063426,604.11,205.28832866,603.89,156.25269489,14:23:47.219034,14:23:47.219034
14:23:55.578513,604.11,205.28832866,603.89,156.25269489,14:23:47.219034,14:23:47.219034
14:23:59.539739,604.11,205.28832866,603.89,156.25269489,14:23:47.219034,14:23:47.219034
14:24:03.357958,603.9,337.54478589,603.89,172.14505593,14:24:02.149888,14:24:02.149888
